Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
25.55,38.15,0.659,0.337,0.123,0.088,1.6,0.794,0.287,0.206,0.389,0.186,0.073,0.055
25.55,38.25,0.681,0.352,0.133,0.095,1.659,0.833,0.307,0.22,0.403,0.194,0.076,0.057
25.55,38.35,0.706,0.369,0.141,0.102,1.726,0.874,0.324,0.233,0.418,0.203,0.079,0.058
25.55,38.45,0.744,0.386,0.146,0.105,1.814,0.913,0.335,0.241,0.448,0.214,0.081,0.06
25.55,38.55,0.691,0.372,0.147,0.107,1.71,0.891,0.341,0.247,0.417,0.211,0.083,0.061
25.55,38.65,0.781,0.4,0.15,0.109,1.903,0.952,0.35,0.253,0.472,0.224,0.084,0.062
25.55,38.75,0.717,0.384,0.151,0.11,1.776,0.921,0.352,0.256,0.436,0.217,0.085,0.062
25.55,38.85,0.656,0.357,0.148,0.109,1.636,0.864,0.346,0.255,0.403,0.207,0.084,0.063
25.55,38.95,0.645,0.35,0.147,0.109,1.606,0.847,0.342,0.253,0.396,0.204,0.084,0.063
25.55,39.05,0.643,0.35,0.147,0.108,1.598,0.845,0.341,0.251,0.398,0.206,0.085,0.064
25.55,39.15,0.668,0.364,0.149,0.108,1.663,0.878,0.344,0.25,0.418,0.216,0.087,0.064
25.55,39.25,0.72,0.39,0.15,0.107,1.794,0.934,0.346,0.247,0.455,0.231,0.089,0.065
25.55,39.35,0.678,0.369,0.146,0.105,1.689,0.888,0.336,0.241,0.43,0.223,0.089,0.065
25.55,39.45,0.619,0.332,0.135,0.099,1.531,0.801,0.313,0.227,0.392,0.208,0.086,0.064
25.55,39.55,0.57,0.301,0.122,0.09,1.403,0.722,0.288,0.211,0.37,0.199,0.084,0.062
25.55,39.65,0.526,0.278,0.115,0.085,1.294,0.665,0.27,0.202,0.353,0.193,0.083,0.062
25.55,39.75,0.511,0.274,0.116,0.086,1.256,0.654,0.272,0.204,0.349,0.194,0.084,0.063
25.55,39.85,0.53,0.288,0.124,0.092,1.3,0.687,0.29,0.214,0.366,0.205,0.088,0.065
25.55,39.95,0.566,0.317,0.14,0.104,1.397,0.763,0.321,0.235,0.403,0.223,0.095,0.07
25.55,40.05,0.645,0.376,0.166,0.121,1.615,0.907,0.391,0.286,0.468,0.26,0.107,0.076
25.55,40.15,0.899,0.527,0.223,0.158,2.256,1.273,0.518,0.365,0.619,0.339,0.127,0.086
25.55,40.25,1.124,0.666,0.295,0.19,2.855,1.614,0.678,0.435,0.782,0.427,0.157,0.096
25.55,40.35,1.121,0.667,0.296,0.191,2.86,1.624,0.682,0.437,0.789,0.431,0.158,0.095
25.55,40.45,0.882,0.529,0.231,0.164,2.257,1.296,0.547,0.385,0.632,0.348,0.129,0.086
25.55,40.55,0.865,0.477,0.198,0.137,2.18,1.166,0.456,0.316,0.572,0.3,0.112,0.076
25.55,40.65,0.829,0.431,0.156,0.103,2.084,1.05,0.367,0.236,0.54,0.269,0.098,0.066
25.55,40.75,0.773,0.392,0.131,0.082,1.926,0.945,0.306,0.189,0.497,0.244,0.087,0.059
25.55,40.85,0.72,0.354,0.112,0.07,1.791,0.854,0.262,0.16,0.466,0.225,0.08,0.054
25.55,40.95,0.638,0.308,0.098,0.062,1.59,0.742,0.225,0.142,0.412,0.202,0.074,0.051
25.55,41.05,0.561,0.264,0.085,0.056,1.382,0.631,0.198,0.127,0.365,0.18,0.068,0.047
25.55,41.15,0.505,0.229,0.077,0.052,1.235,0.546,0.175,0.117,0.337,0.165,0.063,0.045
25.55,41.25,0.434,0.201,0.07,0.049,1.061,0.476,0.161,0.112,0.297,0.152,0.06,0.043
25.55,41.35,0.418,0.192,0.067,0.048,1.016,0.452,0.154,0.109,0.28,0.144,0.058,0.042
25.55,41.45,0.42,0.191,0.066,0.047,1.022,0.45,0.152,0.107,0.273,0.139,0.056,0.041
25.55,41.55,0.422,0.192,0.065,0.046,1.03,0.452,0.15,0.106,0.27,0.136,0.055,0.04
25.55,41.65,0.431,0.196,0.065,0.046,1.053,0.462,0.15,0.106,0.271,0.134,0.053,0.039
25.55,41.75,0.446,0.204,0.066,0.046,1.096,0.48,0.152,0.105,0.278,0.134,0.052,0.038
25.55,41.85,0.475,0.212,0.067,0.046,1.162,0.499,0.153,0.105,0.292,0.135,0.05,0.036
25.55,41.95,0.473,0.213,0.067,0.045,1.161,0.503,0.154,0.105,0.287,0.132,0.049,0.035
25.55,42.05,0.458,0.21,0.066,0.045,1.125,0.495,0.153,0.104,0.277,0.128,0.047,0.033
25.55,42.15,0.45,0.205,0.065,0.044,1.104,0.483,0.149,0.101,0.269,0.124,0.045,0.032
25.55,42.25,0.43,0.194,0.061,0.041,1.052,0.459,0.141,0.095,0.254,0.116,0.04,0.028
25.55,42.35,0.392,0.177,0.057,0.039,0.959,0.421,0.13,0.088,0.237,0.11,0.038,0.027
25.65,37.55,0.489,0.244,0.092,0.067,1.141,0.552,0.203,0.149,0.305,0.154,0.061,0.045
25.65,37.65,0.467,0.235,0.089,0.065,1.098,0.534,0.198,0.146,0.299,0.153,0.061,0.045
25.65,37.75,0.455,0.23,0.088,0.065,1.077,0.526,0.198,0.146,0.297,0.153,0.062,0.046
25.65,37.85,0.484,0.239,0.09,0.067,1.155,0.554,0.206,0.151,0.312,0.157,0.063,0.047
25.65,37.95,0.534,0.262,0.099,0.073,1.282,0.612,0.224,0.163,0.34,0.166,0.066,0.049
25.65,38.05,0.599,0.303,0.113,0.081,1.452,0.712,0.258,0.186,0.367,0.178,0.07,0.053
25.65,38.15,0.662,0.34,0.126,0.09,1.608,0.803,0.293,0.21,0.393,0.19,0.075,0.056
25.65,38.25,0.692,0.359,0.136,0.098,1.684,0.849,0.314,0.226,0.411,0.199,0.078,0.058
25.65,38.35,0.717,0.376,0.145,0.105,1.75,0.891,0.333,0.24,0.427,0.208,0.081,0.06
25.65,38.45,0.77,0.401,0.151,0.109,1.873,0.946,0.349,0.251,0.459,0.221,0.084,0.062
25.65,38.55,0.727,0.39,0.153,0.11,1.783,0.928,0.355,0.256,0.436,0.219,0.085,0.063
25.65,38.65,0.736,0.396,0.153,0.111,1.816,0.944,0.359,0.26,0.443,0.223,0.086,0.063
25.65,38.75,0.822,0.418,0.155,0.112,2.01,0.998,0.363,0.263,0.505,0.236,0.087,0.064
25.65,38.85,0.693,0.377,0.153,0.112,1.725,0.908,0.358,0.263,0.426,0.217,0.086,0.064
25.65,38.95,0.656,0.358,0.151,0.111,1.635,0.866,0.352,0.26,0.407,0.21,0.086,0.064
25.65,39.05,0.659,0.359,0.151,0.111,1.639,0.869,0.352,0.26,0.409,0.212,0.087,0.065
25.65,39.15,0.746,0.404,0.157,0.113,1.852,0.969,0.368,0.266,0.453,0.231,0.091,0.067
25.65,39.25,0.895,0.462,0.161,0.113,2.229,1.11,0.377,0.266,0.556,0.265,0.094,0.068
25.65,39.35,0.786,0.423,0.157,0.112,1.961,1.02,0.367,0.26,0.495,0.248,0.093,0.068
25.65,39.45,0.671,0.364,0.147,0.106,1.662,0.875,0.338,0.244,0.418,0.22,0.09,0.066
25.65,39.55,0.668,0.342,0.131,0.096,1.647,0.82,0.307,0.222,0.423,0.215,0.087,0.064
25.65,39.65,0.561,0.295,0.119,0.088,1.385,0.707,0.282,0.208,0.367,0.199,0.084,0.063
25.65,39.75,0.537,0.286,0.118,0.088,1.315,0.68,0.279,0.206,0.352,0.195,0.085,0.063
25.65,39.85,0.576,0.302,0.125,0.092,1.401,0.718,0.292,0.214,0.374,0.205,0.088,0.065
25.65,39.95,0.595,0.321,0.138,0.103,1.454,0.77,0.318,0.232,0.401,0.22,0.094,0.069
25.65,40.05,0.639,0.366,0.161,0.117,1.584,0.88,0.377,0.277,0.449,0.249,0.105,0.076
25.65,40.15,0.836,0.489,0.213,0.153,2.094,1.186,0.491,0.351,0.577,0.317,0.123,0.085
25.65,40.25,1.106,0.652,0.282,0.185,2.799,1.59,0.644,0.426,0.781,0.424,0.152,0.095
25.65,40.35,1.176,0.698,0.313,0.195,2.986,1.704,0.725,0.446,0.844,0.457,0.168,0.097
25.65,40.45,0.94,0.571,0.243,0.169,2.413,1.4,0.574,0.4,0.679,0.376,0.136,0.088
25.65,40.55,0.865,0.484,0.204,0.141,2.182,1.183,0.467,0.323,0.579,0.306,0.115,0.078
25.65,40.65,0.835,0.436,0.159,0.105,2.098,1.064,0.375,0.241,0.546,0.274,0.1,0.067
25.65,40.75,0.782,0.398,0.133,0.083,1.949,0.96,0.311,0.193,0.504,0.248,0.089,0.06
25.65,40.85,0.742,0.364,0.114,0.072,1.844,0.878,0.268,0.162,0.481,0.23,0.081,0.055
25.65,40.95,0.655,0.316,0.1,0.062,1.633,0.764,0.229,0.144,0.421,0.206,0.075,0.051
25.65,41.05,0.568,0.268,0.086,0.057,1.402,0.64,0.202,0.129,0.37,0.183,0.069,0.048
25.65,41.15,0.496,0.229,0.077,0.053,1.217,0.547,0.176,0.118,0.332,0.166,0.064,0.045
25.65,41.25,0.433,0.202,0.071,0.05,1.059,0.476,0.162,0.112,0.297,0.152,0.06,0.043
25.65,41.35,0.418,0.192,0.068,0.048,1.017,0.452,0.155,0.109,0.281,0.145,0.058,0.042
25.65,41.45,0.419,0.19,0.066,0.047,1.019,0.449,0.151,0.107,0.273,0.139,0.056,0.041
25.65,41.55,0.42,0.19,0.065,0.046,1.023,0.449,0.149,0.106,0.269,0.136,0.055,0.04
25.65,41.65,0.428,0.195,0.065,0.046,1.047,0.46,0.149,0.105,0.27,0.134,0.053,0.039
25.65,41.75,0.451,0.204,0.065,0.045,1.109,0.48,0.15,0.104,0.281,0.135,0.052,0.038
25.65,41.85,0.481,0.21,0.065,0.045,1.175,0.495,0.15,0.104,0.294,0.134,0.05,0.036
25.65,41.95,0.463,0.209,0.065,0.045,1.138,0.493,0.15,0.103,0.281,0.131,0.048,0.035
25.65,42.05,0.448,0.205,0.064,0.044,1.1,0.482,0.149,0.102,0.271,0.127,0.047,0.033
25.65,42.15,0.441,0.2,0.063,0.043,1.079,0.47,0.145,0.098,0.263,0.122,0.045,0.032
25.65,42.25,0.42,0.189,0.059,0.04,1.025,0.446,0.137,0.092,0.248,0.114,0.04,0.028
25.65,42.35,0.383,0.173,0.056,0.038,0.936,0.41,0.127,0.086,0.233,0.108,0.038,0.026
25.65,42.45,0.375,0.166,0.052,0.035,0.909,0.392,0.119,0.08,0.229,0.105,0.036,0.025
25.75,37.55,0.551,0.266,0.095,0.069,1.291,0.602,0.21,0.153,0.34,0.165,0.063,0.047
25.75,37.65,0.526,0.259,0.093,0.067,1.246,0.592,0.207,0.151,0.33,0.164,0.063,0.047
25.75,37.75,0.492,0.247,0.091,0.067,1.173,0.57,0.206,0.15,0.315,0.161,0.064,0.047
25.75,37.85,0.543,0.254,0.093,0.068,1.28,0.587,0.211,0.154,0.339,0.165,0.065,0.048
25.75,37.95,0.56,0.269,0.1,0.074,1.339,0.628,0.228,0.166,0.358,0.172,0.067,0.051
25.75,38.05,0.607,0.308,0.115,0.083,1.475,0.724,0.264,0.19,0.375,0.182,0.072,0.054
25.75,38.15,0.672,0.346,0.129,0.093,1.632,0.818,0.299,0.215,0.403,0.194,0.076,0.056
25.75,38.25,0.705,0.366,0.14,0.102,1.711,0.865,0.322,0.232,0.421,0.204,0.079,0.059
25.75,38.35,0.731,0.383,0.148,0.107,1.778,0.906,0.341,0.246,0.436,0.212,0.082,0.061
25.75,38.45,0.782,0.408,0.155,0.111,1.902,0.965,0.36,0.26,0.466,0.225,0.085,0.063
25.75,38.55,0.78,0.414,0.159,0.114,1.904,0.986,0.373,0.269,0.473,0.232,0.088,0.065
25.75,38.65,0.773,0.414,0.16,0.114,1.897,0.99,0.376,0.27,0.468,0.233,0.089,0.065
25.75,38.75,0.791,0.418,0.159,0.114,1.946,1.003,0.374,0.27,0.477,0.236,0.089,0.065
25.75,38.85,0.756,0.401,0.157,0.114,1.863,0.961,0.369,0.27,0.463,0.229,0.088,0.065
25.75,38.95,0.688,0.375,0.156,0.114,1.71,0.906,0.366,0.27,0.426,0.218,0.088,0.066
25.75,39.05,0.714,0.387,0.158,0.116,1.759,0.928,0.373,0.275,0.433,0.221,0.09,0.067
25.75,39.15,0.752,0.411,0.163,0.117,1.868,0.991,0.386,0.28,0.458,0.235,0.093,0.069
25.75,39.25,0.964,0.506,0.172,0.12,2.416,1.212,0.405,0.285,0.582,0.283,0.098,0.071
25.75,39.35,0.908,0.484,0.169,0.118,2.283,1.166,0.399,0.279,0.586,0.282,0.098,0.07
25.75,39.45,0.69,0.383,0.155,0.111,1.727,0.924,0.36,0.259,0.434,0.229,0.093,0.068
25.75,39.55,0.766,0.387,0.143,0.104,1.879,0.92,0.33,0.237,0.492,0.234,0.09,0.066
25.75,39.65,0.62,0.325,0.127,0.093,1.548,0.783,0.298,0.217,0.392,0.208,0.087,0.064
25.75,39.75,0.587,0.305,0.122,0.09,1.432,0.728,0.288,0.21,0.367,0.2,0.086,0.064
25.75,39.85,0.606,0.314,0.127,0.093,1.48,0.748,0.296,0.216,0.383,0.207,0.088,0.065
25.75,39.95,0.611,0.324,0.137,0.101,1.495,0.777,0.315,0.23,0.402,0.218,0.093,0.068
25.75,40.05,0.638,0.358,0.157,0.114,1.571,0.859,0.364,0.268,0.439,0.242,0.103,0.075
25.75,40.15,0.778,0.453,0.203,0.148,1.929,1.102,0.463,0.335,0.538,0.297,0.118,0.083
25.75,40.25,1.051,0.628,0.259,0.177,2.675,1.548,0.602,0.413,0.739,0.409,0.144,0.092
25.75,40.35,1.254,0.743,0.32,0.197,3.181,1.82,0.74,0.448,0.914,0.492,0.172,0.098
25.75,40.45,1.029,0.62,0.257,0.175,2.641,1.539,0.601,0.409,0.743,0.41,0.143,0.09
25.75,40.55,0.87,0.493,0.207,0.144,2.197,1.206,0.478,0.328,0.59,0.315,0.117,0.079
25.75,40.65,0.834,0.438,0.161,0.106,2.096,1.069,0.381,0.244,0.55,0.278,0.102,0.068
25.75,40.75,0.783,0.4,0.135,0.084,1.952,0.964,0.314,0.196,0.506,0.251,0.09,0.06
25.75,40.85,0.759,0.37,0.115,0.072,1.882,0.891,0.271,0.164,0.494,0.234,0.082,0.055
25.75,40.95,0.657,0.319,0.101,0.063,1.64,0.77,0.232,0.146,0.423,0.207,0.076,0.052
25.75,41.05,0.566,0.268,0.087,0.057,1.395,0.64,0.203,0.13,0.369,0.183,0.07,0.048
25.75,41.15,0.487,0.228,0.078,0.053,1.196,0.544,0.178,0.119,0.327,0.165,0.064,0.045
25.75,41.25,0.432,0.202,0.071,0.05,1.056,0.476,0.162,0.113,0.296,0.153,0.061,0.043
25.75,41.35,0.42,0.192,0.068,0.048,1.02,0.453,0.155,0.11,0.282,0.145,0.058,0.042
25.75,41.45,0.418,0.19,0.066,0.047,1.017,0.448,0.151,0.107,0.273,0.14,0.056,0.041
25.75,41.55,0.417,0.19,0.065,0.046,1.016,0.447,0.149,0.105,0.268,0.136,0.055,0.04
25.75,41.65,0.426,0.194,0.064,0.045,1.043,0.457,0.148,0.104,0.27,0.134,0.053,0.039
25.75,41.75,0.464,0.204,0.064,0.045,1.135,0.48,0.148,0.103,0.288,0.135,0.052,0.038
25.75,41.85,0.477,0.208,0.064,0.044,1.168,0.489,0.148,0.102,0.29,0.133,0.05,0.036
25.75,41.95,0.448,0.204,0.064,0.044,1.101,0.479,0.147,0.101,0.273,0.129,0.048,0.035
25.75,42.05,0.438,0.199,0.063,0.043,1.072,0.468,0.145,0.099,0.265,0.125,0.046,0.033
25.75,42.15,0.431,0.194,0.061,0.042,1.053,0.457,0.141,0.095,0.258,0.121,0.044,0.032
25.75,42.25,0.411,0.184,0.058,0.039,1,0.435,0.133,0.089,0.243,0.112,0.039,0.028
25.75,42.35,0.375,0.169,0.054,0.037,0.916,0.401,0.124,0.084,0.229,0.107,0.037,0.026
25.75,42.45,0.368,0.163,0.051,0.035,0.893,0.384,0.117,0.079,0.226,0.104,0.036,0.025
25.75,42.55,0.369,0.161,0.049,0.033,0.895,0.378,0.111,0.075,0.228,0.102,0.034,0.024
25.85,37.45,0.53,0.266,0.099,0.073,1.231,0.598,0.217,0.158,0.32,0.162,0.064,0.047
25.85,37.55,0.605,0.29,0.099,0.072,1.441,0.656,0.218,0.157,0.374,0.175,0.065,0.048
25.85,37.65,0.637,0.298,0.097,0.07,1.532,0.681,0.217,0.155,0.394,0.181,0.066,0.048
25.85,37.75,0.572,0.277,0.096,0.069,1.363,0.636,0.215,0.155,0.353,0.173,0.066,0.049
25.85,37.85,0.561,0.265,0.096,0.071,1.331,0.614,0.218,0.158,0.357,0.172,0.067,0.05
25.85,37.95,0.534,0.268,0.103,0.075,1.288,0.63,0.233,0.169,0.346,0.173,0.069,0.052
25.85,38.05,0.614,0.312,0.116,0.084,1.498,0.737,0.269,0.195,0.385,0.187,0.074,0.055
25.85,38.15,0.685,0.355,0.133,0.095,1.667,0.839,0.307,0.22,0.415,0.202,0.078,0.058
25.85,38.25,0.715,0.374,0.144,0.104,1.739,0.885,0.33,0.238,0.429,0.21,0.081,0.06
25.85,38.35,0.737,0.388,0.151,0.109,1.792,0.917,0.348,0.252,0.44,0.216,0.084,0.062
25.85,38.45,0.763,0.404,0.157,0.114,1.861,0.959,0.367,0.266,0.458,0.225,0.087,0.064
25.85,38.55,0.795,0.425,0.164,0.118,1.958,1.019,0.388,0.28,0.487,0.24,0.091,0.067
25.85,38.65,0.862,0.454,0.168,0.119,2.142,1.093,0.398,0.284,0.538,0.256,0.093,0.068
25.85,38.75,0.781,0.422,0.164,0.117,1.927,1.015,0.387,0.279,0.471,0.238,0.091,0.067
25.85,38.85,0.78,0.41,0.16,0.115,1.906,0.982,0.377,0.275,0.475,0.233,0.09,0.067
25.85,38.95,0.722,0.393,0.159,0.116,1.788,0.943,0.377,0.277,0.446,0.225,0.09,0.067
25.85,39.05,0.744,0.403,0.163,0.119,1.828,0.965,0.387,0.285,0.451,0.229,0.092,0.069
25.85,39.15,0.752,0.413,0.167,0.121,1.865,0.997,0.398,0.289,0.462,0.237,0.095,0.07
25.85,39.25,0.936,0.502,0.178,0.125,2.365,1.212,0.418,0.294,0.565,0.281,0.101,0.073
25.85,39.35,1.029,0.538,0.178,0.123,2.561,1.28,0.417,0.291,0.68,0.312,0.102,0.073
25.85,39.45,0.728,0.408,0.163,0.117,1.831,0.987,0.384,0.276,0.46,0.243,0.097,0.071
25.85,39.55,0.821,0.418,0.153,0.109,2.023,0.997,0.354,0.253,0.538,0.25,0.094,0.069
25.85,39.65,0.673,0.351,0.135,0.099,1.675,0.844,0.314,0.227,0.419,0.218,0.089,0.066
25.85,39.75,0.612,0.319,0.126,0.092,1.502,0.763,0.296,0.215,0.38,0.204,0.087,0.064
25.85,39.85,0.615,0.318,0.127,0.093,1.505,0.76,0.297,0.216,0.386,0.207,0.088,0.065
25.85,39.95,0.614,0.323,0.134,0.099,1.503,0.773,0.311,0.226,0.4,0.216,0.092,0.068
25.85,40.05,0.628,0.347,0.152,0.111,1.543,0.833,0.35,0.257,0.427,0.234,0.1,0.073
25.85,40.15,0.729,0.424,0.189,0.139,1.801,1.02,0.436,0.318,0.503,0.278,0.113,0.08
25.85,40.25,0.91,0.557,0.238,0.168,2.323,1.35,0.562,0.395,0.65,0.361,0.134,0.09
25.85,40.35,1.208,0.715,0.31,0.194,3.063,1.746,0.714,0.442,0.859,0.466,0.166,0.097
25.85,40.45,1.141,0.681,0.271,0.179,2.93,1.677,0.626,0.415,0.813,0.444,0.148,0.091
25.85,40.55,0.873,0.501,0.21,0.146,2.209,1.225,0.485,0.331,0.601,0.322,0.119,0.079
25.85,40.65,0.822,0.434,0.161,0.107,2.059,1.058,0.381,0.245,0.547,0.279,0.103,0.068
25.85,40.75,0.773,0.395,0.135,0.085,1.924,0.952,0.314,0.197,0.501,0.25,0.091,0.061
25.85,40.85,0.754,0.368,0.116,0.073,1.869,0.885,0.271,0.165,0.491,0.235,0.083,0.056
25.85,40.95,0.657,0.318,0.101,0.064,1.64,0.768,0.232,0.146,0.423,0.208,0.076,0.052
25.85,41.05,0.557,0.265,0.087,0.057,1.372,0.634,0.204,0.13,0.365,0.183,0.07,0.048
25.85,41.15,0.479,0.226,0.078,0.053,1.177,0.538,0.178,0.119,0.323,0.165,0.065,0.046
25.85,41.25,0.43,0.201,0.071,0.05,1.049,0.474,0.162,0.113,0.295,0.153,0.061,0.043
25.85,41.35,0.421,0.193,0.068,0.048,1.022,0.453,0.155,0.11,0.282,0.146,0.059,0.042
25.85,41.45,0.415,0.189,0.066,0.047,1.01,0.446,0.151,0.107,0.272,0.14,0.057,0.041
25.85,41.55,0.414,0.189,0.064,0.046,1.009,0.445,0.148,0.105,0.268,0.136,0.055,0.04
25.85,41.65,0.424,0.193,0.064,0.045,1.036,0.454,0.147,0.103,0.269,0.134,0.053,0.039
25.85,41.75,0.466,0.202,0.063,0.044,1.138,0.475,0.146,0.102,0.29,0.135,0.052,0.038
25.85,41.85,0.465,0.204,0.063,0.044,1.141,0.479,0.145,0.1,0.284,0.132,0.05,0.036
25.85,41.95,0.434,0.197,0.062,0.043,1.064,0.464,0.144,0.099,0.266,0.127,0.048,0.035
25.85,42.05,0.428,0.193,0.061,0.042,1.045,0.455,0.141,0.096,0.26,0.123,0.046,0.033
25.85,42.15,0.422,0.189,0.06,0.041,1.028,0.445,0.137,0.093,0.253,0.119,0.044,0.031
25.85,42.25,0.403,0.18,0.057,0.039,0.98,0.424,0.13,0.088,0.24,0.112,0.041,0.029
25.85,42.35,0.367,0.165,0.053,0.036,0.898,0.392,0.121,0.082,0.226,0.105,0.037,0.026
25.85,42.45,0.363,0.16,0.051,0.034,0.88,0.377,0.115,0.078,0.224,0.103,0.035,0.025
25.85,42.55,0.364,0.159,0.048,0.032,0.882,0.373,0.11,0.075,0.225,0.101,0.034,0.023
25.95,37.35,0.478,0.245,0.099,0.074,1.086,0.545,0.215,0.16,0.294,0.155,0.064,0.048
25.95,37.45,0.531,0.268,0.101,0.074,1.233,0.604,0.221,0.161,0.319,0.164,0.065,0.049
25.95,37.55,0.602,0.295,0.102,0.074,1.441,0.671,0.224,0.161,0.371,0.178,0.067,0.049
25.95,37.65,0.709,0.329,0.102,0.073,1.705,0.756,0.225,0.16,0.433,0.196,0.068,0.05
25.95,37.75,0.653,0.309,0.1,0.072,1.576,0.713,0.224,0.16,0.404,0.189,0.069,0.051
25.95,37.85,0.535,0.272,0.1,0.073,1.288,0.632,0.226,0.163,0.343,0.174,0.069,0.052
25.95,37.95,0.525,0.27,0.105,0.077,1.274,0.635,0.238,0.172,0.345,0.175,0.071,0.053
25.95,38.05,0.608,0.31,0.116,0.084,1.5,0.737,0.269,0.195,0.398,0.193,0.075,0.056
25.95,38.15,0.705,0.364,0.134,0.097,1.734,0.864,0.311,0.222,0.44,0.212,0.08,0.059
25.95,38.25,0.74,0.388,0.147,0.106,1.802,0.916,0.339,0.243,0.448,0.218,0.083,0.061
25.95,38.35,0.747,0.395,0.153,0.111,1.817,0.933,0.355,0.258,0.446,0.219,0.085,0.063
25.95,38.45,0.753,0.402,0.159,0.115,1.839,0.955,0.372,0.272,0.454,0.225,0.088,0.065
25.95,38.55,0.798,0.429,0.168,0.12,1.971,1.033,0.397,0.286,0.491,0.243,0.092,0.068
25.95,38.65,0.925,0.487,0.176,0.124,2.298,1.166,0.413,0.293,0.59,0.277,0.096,0.07
25.95,38.75,0.807,0.438,0.17,0.121,2.003,1.058,0.403,0.288,0.488,0.245,0.094,0.069
25.95,38.85,0.748,0.406,0.162,0.117,1.838,0.972,0.383,0.279,0.453,0.231,0.092,0.068
25.95,38.95,0.773,0.414,0.164,0.118,1.897,0.991,0.388,0.284,0.473,0.235,0.093,0.069
25.95,39.05,0.77,0.414,0.166,0.12,1.892,0.993,0.394,0.288,0.471,0.236,0.094,0.07
25.95,39.15,0.749,0.413,0.169,0.123,1.856,0.995,0.402,0.293,0.465,0.239,0.096,0.072
25.95,39.25,0.851,0.466,0.179,0.127,2.161,1.139,0.421,0.299,0.522,0.267,0.101,0.074
25.95,39.35,1.007,0.529,0.183,0.127,2.513,1.268,0.428,0.3,0.638,0.306,0.104,0.074
25.95,39.45,0.798,0.443,0.173,0.123,2.02,1.089,0.409,0.29,0.513,0.266,0.102,0.073
25.95,39.55,0.828,0.429,0.158,0.113,2.052,1.03,0.37,0.264,0.533,0.257,0.097,0.071
25.95,39.65,0.665,0.352,0.139,0.101,1.66,0.849,0.322,0.232,0.42,0.219,0.09,0.067
25.95,39.75,0.621,0.323,0.128,0.093,1.524,0.775,0.299,0.217,0.386,0.206,0.087,0.065
25.95,39.85,0.617,0.319,0.127,0.092,1.511,0.761,0.297,0.215,0.387,0.207,0.088,0.065
25.95,39.95,0.612,0.32,0.131,0.097,1.497,0.764,0.306,0.222,0.397,0.213,0.091,0.067
25.95,40.05,0.617,0.336,0.147,0.107,1.516,0.807,0.335,0.245,0.417,0.228,0.097,0.072
25.95,40.15,0.685,0.394,0.173,0.127,1.687,0.941,0.407,0.297,0.475,0.261,0.109,0.078
25.95,40.25,0.828,0.498,0.22,0.158,2.097,1.213,0.511,0.365,0.593,0.327,0.126,0.086
25.95,40.35,1.083,0.642,0.291,0.186,2.752,1.557,0.664,0.427,0.762,0.414,0.156,0.095
25.95,40.45,1.085,0.638,0.28,0.179,2.757,1.55,0.641,0.414,0.763,0.411,0.151,0.091
25.95,40.55,0.865,0.502,0.209,0.144,2.189,1.225,0.482,0.328,0.608,0.328,0.12,0.08
25.95,40.65,0.787,0.418,0.159,0.106,1.958,1.015,0.374,0.244,0.534,0.276,0.104,0.069
25.95,40.75,0.747,0.382,0.133,0.085,1.859,0.922,0.311,0.198,0.49,0.247,0.091,0.061
25.95,40.85,0.737,0.359,0.115,0.073,1.827,0.865,0.269,0.166,0.481,0.232,0.083,0.056
25.95,40.95,0.645,0.312,0.101,0.064,1.608,0.751,0.231,0.147,0.418,0.207,0.077,0.053
25.95,41.05,0.543,0.26,0.087,0.057,1.338,0.622,0.203,0.131,0.359,0.182,0.071,0.049
25.95,41.15,0.471,0.222,0.078,0.053,1.156,0.529,0.177,0.119,0.319,0.165,0.065,0.046
25.95,41.25,0.425,0.198,0.071,0.05,1.037,0.468,0.162,0.113,0.294,0.153,0.061,0.044
25.95,41.35,0.415,0.189,0.067,0.048,1.005,0.446,0.154,0.109,0.281,0.146,0.059,0.042
25.95,41.45,0.412,0.187,0.065,0.047,1,0.441,0.15,0.107,0.272,0.14,0.057,0.041
25.95,41.55,0.414,0.188,0.064,0.046,1.008,0.443,0.147,0.105,0.268,0.137,0.055,0.04
25.95,41.65,0.42,0.191,0.063,0.045,1.027,0.45,0.145,0.103,0.268,0.134,0.053,0.039
25.95,41.75,0.456,0.198,0.062,0.044,1.114,0.466,0.144,0.1,0.284,0.134,0.052,0.038
25.95,41.85,0.455,0.199,0.062,0.043,1.117,0.468,0.142,0.098,0.279,0.131,0.05,0.036
25.95,41.95,0.425,0.192,0.061,0.042,1.041,0.453,0.14,0.096,0.262,0.126,0.048,0.035
25.95,42.05,0.419,0.188,0.06,0.041,1.021,0.444,0.137,0.094,0.255,0.122,0.046,0.033
25.95,42.15,0.413,0.184,0.058,0.04,1.005,0.434,0.133,0.091,0.249,0.118,0.044,0.031
25.95,42.25,0.396,0.175,0.056,0.038,0.96,0.415,0.127,0.086,0.237,0.112,0.041,0.029
25.95,42.35,0.361,0.162,0.053,0.036,0.883,0.384,0.119,0.081,0.223,0.104,0.037,0.026
